,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0
7314,F,11.0,D,T,0.0,a,B,0.0,c0,5.437138074347961,-18.48290751530737,8.872737785608138,732.3266666666667,130.0,256.94108455357383,4.279390396964317,403.2030586285297,0.0,0.0,42.0,2.0,0
7315,F,10.0,G,U,0.0,b,B,0.0,c0,3.5946575956730733,24.894314410047997,6.8762460821559825,1795.333333333333,100.0,230.8785957958164,3.5830794899470995,355.63954607807574,0.0,0.0,54.0,0.0,0
7316,C,10.0,D,U,0.0,b,B,0.0,c0,4.465776645947426,43.68647831541693,6.995321347899573,2801.88,100.0,231.6385149708782,4.021009136223554,487.6827807818828,0.0,0.0,80.0,4.0,0
7317,A,8.0,E,V,1.0,e,A,1.0,c0,4.036000068055038,47.12765197191729,6.307983173876735,801.8466666666667,90.0,221.23196949039615,0.5501330441916008,413.4180167672602,0.0,0.0,80.0,2.0,1
7318,A,9.1,E,V,1.0,e,A,1.0,c0,3.669168329250815,44.722967478344394,6.833753028648723,212.32,110.0,241.5849363566185,2.741502965933522,53.003459946556546,0.0,0.0,80.0,5.0,1
7319,A,5.0,D,U,0.0,b,A,1.0,c0,3.1376395320500863,19.38095649616804,5.90128627398569,1047.1866666666667,60.0,179.72573847886125,2.1045436255027594,125.41416769329165,0.0,0.0,80.0,4.0,0
7320,A,10.0,D,R,0.0,a,A,0.0,c0,3.9633350695784517,51.31875460511189,7.035595750941559,1298.0666666666666,100.0,230.72605435986165,2.0619034776494907,319.09225484566167,0.0,0.0,80.0,5.0,0
7321,A,10.0,D,O,0.0,c,A,0.0,c0,2.320307316307896,28.923533238251096,5.945345443577862,815.48,100.0,230.00752004392646,1.659723186728444,362.8610908919298,0.0,0.0,120.0,7.0,0
7322,D,8.0,E,V,1.0,e,A,1.0,c0,3.44432238911142,8.150491370275976,6.664006852679592,408.95333333333326,90.0,219.85238875160655,-0.15647146780264887,74.29255857947973,0.0,0.0,180.0,9.0,0
7323,A,8.0,E,V,1.0,e,A,1.0,c0,3.368447367421272,8.473426365479119,6.162157509124284,1320.6066666666666,90.0,220.16258334767795,1.1758897651640277,274.678333884958,0.0,0.0,144.0,6.0,0
7324,D,4.0,E,V,1.0,e,A,1.0,c0,3.1376395320500863,50.21865048255073,6.35106297187334,1510.8266666666666,50.0,162.20104682701972,2.5980163617618452,185.8179797348398,0.0,0.0,120.0,5.0,0
7326,A,10.0,D,Y,0.0,c,A,1.0,c0,2.320307316307896,16.968482052960535,4.504290445283925,1738.98,100.0,232.12777665427373,3.7694826470450415,270.6533439686109,0.0,0.0,60.0,3.0,0
7327,D,8.1,D,T,0.0,a,A,1.0,c0,4.180389699864894,45.270337158643464,6.929792712416846,997.6,150.0,271.5658402001379,3.8936938902100815,493.62751172436515,0.0,0.0,60.0,4.0,1
7328,A,8.0,E,S,1.0,e,A,1.0,c0,5.231967389542413,42.89468265316832,8.420386829226992,2173.14,90.0,221.08774504976986,1.9263427130852688,333.53540436928716,55.0,0.0,80.0,4.0,1
7329,A,8.0,E,S,1.0,e,A,1.0,c0,4.180389699864894,19.07916728005253,6.858423930319345,1340.8466666666666,90.0,220.81249467909785,4.24499668550991,165.5702896860098,0.0,0.0,80.0,3.0,0
7330,D,8.0,E,V,1.0,e,A,1.0,c0,3.0595278715659733,61.62324651805753,4.869661124677863,571.3866666666668,90.0,219.79610988815207,1.4919833303616554,474.38628045184333,0.0,0.0,80.0,3.0,0
7331,B,11.0,E,Q,1.0,e,A,1.0,c0,3.0595278715659733,14.621996209329446,5.858213573183765,1129.9733333333334,130.0,257.8341718611866,3.897909248000693,475.16507229024734,0.0,0.0,80.0,4.0,1
7333,A,10.0,D,O,0.0,a,C,0.0,c0,2.320307316307896,38.335923524471205,4.789351384311313,1024.7866666666666,100.0,231.36217226131328,3.1187400373398035,655.7033562550574,0.0,0.0,50.0,4.0,0
7334,F,8.0,D,P,0.0,c,A,1.0,c0,2.232783690325877,9.21440421555871,4.99032600846891,1259.6666666666667,100.0,231.17627985941294,3.2912714070316857,455.78236092852006,0.0,0.0,50.0,2.0,0
7335,A,8.0,E,V,1.0,e,A,1.0,c0,2.9012967706912964,22.540396708427558,5.445699549838748,1272.74,90.0,219.92888897389247,2.1161115992499915,511.26193034364235,0.0,0.0,80.0,4.0,0
7336,A,13.0,E,T,1.0,e,C,1.0,c5,3.0595278715659733,38.55938400151135,6.341895746049678,2104.266666666667,160.0,278.85576527445704,4.277122743882629,811.2331791687291,0.0,14.0,80.0,4.0,1
7337,A,11.0,E,Y,1.0,e,A,1.0,c0,4.252141997934761,69.7263507364652,7.237466432602576,860.0466666666665,130.0,255.50736599224427,2.7437228982396347,243.7033401322944,0.0,14.0,80.0,4.0,1
7339,A,6.0,D,S,0.0,b,A,0.0,c0,3.5197170226212404,26.351480350079907,5.9918063788158245,1950.466666666667,70.0,196.30870886191133,3.9550587880948753,475.542238027362,0.0,0.0,80.0,3.0,0
7340,A,11.0,D,U,0.0,a,A,0.0,c0,2.4914671858406763,41.75388022918101,5.547405866790771,1434.1,130.0,256.975026109767,3.2457779168041565,271.9983579567412,0.0,0.0,80.0,7.0,0
7341,C,11.0,D,R,0.0,a,A,1.0,c0,4.036000068055038,5.175819619430769,7.209701265715231,965.1866666666666,130.0,259.3106859458727,3.6101890002426913,249.48212596049353,0.0,0.0,80.0,3.0,1
7343,B,9.1,E,P,1.0,e,A,1.0,c0,3.1376395320500863,40.8257866869614,6.840437894799867,1753.333333333333,110.0,241.78655018060692,2.0717869624392944,265.10617229571096,0.0,0.0,76.0,4.0,0
7344,A,8.0,E,O,1.0,e,A,1.0,c0,3.5197170226212404,8.782919218697277,5.932840834079123,2465.62,90.0,221.56566008024174,2.2542422796458226,425.83390684108946,0.0,0.0,100.0,5.0,0
7345,F,6.0,D,V,0.0,b,A,1.0,c0,4.536484120840085,30.85720129073367,7.172284677246482,928.64,70.0,194.984470076042,2.260652903201333,422.4222659490143,0.0,0.0,80.0,4.0,0
7346,D,9.1,E,T,1.0,e,A,1.0,c0,5.640973377662602,24.52681288297513,7.66389778661141,1992.226666666667,110.0,241.27177497586518,3.5624080291542044,385.9174281241858,0.0,0.0,100.0,5.0,0
7347,A,11.0,E,O,1.0,f,A,0.0,?,3.2920632714508717,14.927430370315106,6.3753866728283946,842.76,130.0,256.41991695666457,2.2682925108887435,88.50722810829386,0.0,0.0,80.0,3.0,0
7348,A,8.0,E,V,1.0,e,A,1.0,c0,3.5946575956730733,23.93442069780923,6.086227383644428,1082.8266666666666,90.0,220.5440195321285,2.184663563444308,255.07732816396927,0.0,0.0,90.0,5.0,0
7349,A,11.0,E,R,1.0,e,A,1.0,c0,4.536484120840085,22.76996081375699,7.662523635597086,2136.733333333333,130.0,259.9748545266905,1.7699907962568575,175.00695739848626,0.0,0.0,80.0,2.0,1
7350,A,8.0,E,Y,1.0,e,A,1.0,c0,4.747230537383602,-7.934528493288753,8.089154661816925,487.56,90.0,220.2385275404031,2.0351833665438317,413.37800515781646,107.0,0.0,120.0,6.0,1
7351,A,8.0,C,W,0.0,a,A,1.0,c0,3.0595278715659733,4.699563344025446,5.897462275605365,2025.78,90.0,219.02613201337886,4.050679359811757,14.790883412323039,0.0,0.0,88.0,5.0,0
7352,C,11.0,B,T,0.0,b,A,0.0,c0,4.252141997934761,14.066417728599415,7.3040187969652735,298.04,130.0,257.46823038207225,2.972977201251328,266.17244532368807,0.0,0.0,100.0,5.0,1
7353,A,11.0,B,Y,0.0,a,A,1.0,c0,4.323616236300034,17.829717106952337,6.670178120855613,937.76,130.0,256.7579874420581,3.386750560679808,9.051122680470854,0.0,0.0,90.0,4.0,0
7355,D,10.0,E,Z,1.0,e,A,1.0,c0,4.9560892298442045,14.647577559712882,7.4048544255825135,442.3733333333333,100.0,232.59140036602767,3.1680128327315282,395.04279349763533,0.0,0.0,100.0,5.0,0
7356,A,11.0,D,O,0.0,a,C,0.0,c40,3.2920632714508717,26.76547010334971,5.657163029856558,1101.5666666666666,130.0,258.11537920243785,3.485804137722622,21.27676249515926,0.0,0.0,70.0,2.0,0
7357,A,10.0,D,P,0.0,c,A,1.0,c0,2.232783690325877,27.000756331784377,4.1047439933148935,1445.926666666667,100.0,229.7228631716631,1.6043438011766624,426.69420985950654,0.0,0.0,80.0,3.0,0
7358,A,6.0,E,O,1.0,e,A,1.0,c0,5.0943782414978935,0.4647512447657221,8.098615359058545,1434.6,70.0,195.5503610290465,0.8551251174840879,49.112474812394,0.0,0.0,40.0,0.0,0
7359,A,11.0,E,U,1.0,e,C,1.0,c8,4.180389699864894,18.58153669881166,7.508028721655762,2254.0333333333333,130.0,256.8482941655877,4.475552033757904,161.18821588159418,0.0,0.0,80.0,4.0,0
7360,A,8.0,C,S,0.0,b,A,1.0,c0,3.44432238911142,27.62471112236785,6.645797031356771,726.0466666666665,90.0,221.09585830805068,1.7348292379347163,202.9199351661255,0.0,0.0,80.0,4.0,0
7361,A,6.0,D,Y,0.0,c,E,0.0,?,2.053159857585979,42.36823660060349,4.078861705502786,493.69333333333327,70.0,195.2885785458386,2.187113646955982,198.51261489267984,0.0,0.0,40.0,2.0,0
7362,E,10.0,D,Y,0.0,a,A,1.0,c0,4.10834684348133,25.39520082274271,6.896302611537575,1190.0666666666666,100.0,231.78730478817081,2.0370467000114663,437.34124869361005,0.0,16.0,120.0,6.0,0
7363,E,8.0,E,V,1.0,e,A,1.0,c0,5.300514037749006,37.830297938125135,8.017891730262281,444.0933333333333,90.0,221.57691340703946,2.3755968901497004,352.8789838961685,0.0,0.0,80.0,6.0,0
7364,B,10.0,D,U,0.0,a,E,1.0,c0,2.406495560799009,-15.058716930913178,5.02584890126519,2318.6866666666665,100.0,230.8488175844701,1.4873864766231157,306.80737851502937,0.0,0.0,40.0,3.0,0
7366,A,11.0,D,Y,0.0,a,A,0.0,c0,3.0595278715659733,12.794373365795947,5.871730242551623,1719.16,130.0,256.8958455360986,4.518784993762219,268.4333432078783,0.0,0.0,60.0,3.0,0
7367,A,8.0,D,V,0.0,a,A,1.0,c0,3.44432238911142,51.35700682323311,6.618149196750151,157.47333333333333,90.0,220.3408557459706,4.549838195109336,190.58059872681412,0.0,0.0,140.0,8.0,0
7368,A,11.0,E,Q,1.0,e,A,1.0,c0,2.9012967706912964,48.249359944298924,5.066123604641192,563.6466666666666,130.0,257.6750878448914,3.755725156837721,130.33372404547723,0.0,0.0,80.0,2.0,1
7369,A,8.0,B,X,0.0,a,A,1.0,c0,3.215138766352781,6.6849755853984085,6.027408392012433,866.9333333333333,90.0,220.1121323046112,3.0429789676531973,348.78834517329557,0.0,0.0,80.0,4.0,0
7370,A,8.0,E,Y,1.0,e,A,1.0,c22,2.9012967706912964,37.110780467270814,4.763204944883908,1482.946666666667,90.0,221.80108058132808,3.0459254609236144,149.26562110043844,0.0,0.0,102.0,6.0,0
7371,A,10.0,D,Q,0.0,c,A,1.0,c0,2.1437876348037888,4.371914933471231,4.85509469583726,1231.4,100.0,234.029073251138,2.6059631932455294,147.64752081547346,0.0,0.0,60.0,3.0,0
7372,A,8.0,E,W,1.0,e,A,1.0,c0,3.0595278715659733,-4.544636384384582,5.315282837467461,749.22,90.0,218.5422428689717,2.312885277812623,331.7740839017729,0.0,0.0,90.0,6.0,0
7373,A,2.0,A,O,0.0,a,B,0.0,c0,5.505225343152748,-9.455455268978175,8.379567642396603,1575.6066666666666,30.0,109.12763071417172,0.8276241057010755,190.81943641352765,0.0,0.0,32.0,2.0,0
7374,A,11.0,E,R,1.0,e,A,1.0,c0,3.215138766352781,15.179756070742815,6.1972944794242855,1377.3933333333334,130.0,259.30279751794586,1.9538789520102249,195.27193614704305,0.0,0.0,120.0,6.0,1
7375,A,4.0,C,X,0.0,d,A,1.0,c29,2.6581622499224706,1.3389168391458384,5.0980983308180186,2086.44,50.0,162.5139128382916,2.6197862006150867,226.0569967954855,0.0,0.0,80.0,5.0,0
7376,A,8.0,B,O,0.0,a,A,0.0,c0,5.978046986494893,33.33892894988513,9.015184497130821,621.3466666666667,90.0,221.1495915803488,1.867503465228568,543.3918332438851,0.0,0.0,32.0,2.0,0
7377,A,8.0,D,O,0.0,a,A,1.0,c0,3.44432238911142,21.056780109020387,6.058525977748789,862.0333333333333,90.0,220.85469170837877,2.782572850856746,453.84983914343854,0.0,0.0,60.0,2.0,0
7378,A,8.0,E,R,1.0,e,A,1.0,c0,4.323616236300034,29.51945951651258,7.122429231192818,1159.5866666666666,130.0,258.07891197397043,3.389736038046424,2.353008403321468,0.0,0.0,114.0,8.0,1
7379,A,8.0,D,V,0.0,c,A,1.0,c0,3.743271556546851,-6.351933356413369,6.781847014203169,1197.1933333333334,90.0,220.20066718603363,1.8738652008963328,323.2893788790076,0.0,0.0,80.0,6.0,0
7380,A,10.0,E,Y,1.0,e,A,1.0,c0,5.231967389542413,15.170745446282105,8.923636949600986,640.66,100.0,231.08532083992915,3.595164186361788,355.3485905170696,0.0,0.0,80.0,5.0,1
7381,A,8.0,D,Y,0.0,a,A,1.0,c0,2.1437876348037888,41.7836419300425,4.2428873362748805,1498.993333333333,90.0,221.8245386382848,2.760598827042392,244.25536676952248,0.0,0.0,70.0,3.0,0
7382,A,8.0,E,V,1.0,e,B,1.0,c0,5.0943782414978935,24.86469654150891,7.837537513317191,2385.2533333333336,90.0,220.6901912062601,2.3134416988898883,175.84203431216199,0.0,0.0,80.0,4.0,0
7383,A,11.0,E,U,1.0,f,A,0.0,c0,2.74005678707146,55.12826922514187,5.787583889118317,2608.9933333333333,130.0,256.4514794641749,3.997493147783128,241.5051381158332,0.0,0.0,80.0,5.0,1
7384,A,11.0,B,R,0.0,b,A,0.0,c0,4.536484120840085,29.599173967474705,7.988958151475295,1793.966666666667,130.0,249.7981508361,4.287199384744727,754.8494118563441,0.0,0.0,80.0,4.0,1
7385,A,10.0,C,O,0.0,b,B,0.0,c0,3.2920632714508717,-1.0028958567495252,6.325231234456763,920.9466666666667,100.0,231.86439241614534,2.3608235102268558,332.0283085337812,0.0,0.0,50.0,1.0,0
7386,A,11.0,D,U,0.0,a,A,0.0,c0,2.6581622499224706,32.28945009270558,5.608199898898292,1703.16,130.0,254.4741723705964,2.516932138408246,16.118410146060768,0.0,0.0,80.0,4.0,0
7387,A,2.0,E,Z,1.0,e,C,1.0,c8,3.2920632714508717,42.45117425610344,6.164879641890535,621.3733333333333,30.0,111.02574520387128,1.6742458134618792,135.67260761289648,0.0,0.0,80.0,6.0,0
7388,E,10.0,E,R,1.0,f,A,0.0,c0,3.669168329250815,41.66926944040008,6.847984106859193,1328.9733333333334,100.0,232.31611222184884,3.4276394567919986,476.96484747984437,0.0,0.0,90.0,5.0,0
7389,A,9.0,E,V,1.0,e,A,1.0,c0,2.98076225293322,1.5371332639285669,5.948073350793064,1679.3666666666666,120.0,250.78516980830472,2.3502480074777026,307.22410081936715,0.0,0.0,90.0,4.0,0
7390,A,6.0,D,O,0.0,b,B,0.0,c0,2.98076225293322,26.52766904059505,5.7120983345175445,1901.9333333333332,70.0,193.51429033606624,2.837005234264156,409.38772390452027,0.0,0.0,80.0,3.0,0
7391,D,11.0,E,Y,1.0,e,A,1.0,c10,3.5946575956730733,-1.9513830931314156,6.901413752158332,1363.34,130.0,259.1419870924953,3.4236505743676644,173.29772049223143,0.0,0.0,40.0,3.0,1
7392,A,9.0,B,R,0.0,b,A,0.0,c16,4.394824124063465,27.247803361819376,6.8987645997051406,1140.6333333333334,120.0,248.3657803155611,4.737079149156917,494.98118495299934,0.0,0.0,80.0,5.0,0
7393,A,8.0,A,U,0.0,a,A,0.0,c0,5.3689025794382905,48.44431533156003,8.114665974159273,1004.62,90.0,219.15004619135303,1.7820157719573817,5.138492834368293,0.0,0.0,84.0,5.0,0
7394,B,11.0,D,T,0.0,a,A,1.0,c0,2.98076225293322,12.434931056569214,5.4937332280454685,1343.7066666666667,130.0,257.8999028070479,2.621959265911312,358.63001355070816,0.0,0.0,100.0,6.0,0
7395,A,8.0,D,X,0.0,c,A,1.0,c0,2.9012967706912964,11.436752619554145,5.557480458175486,1316.56,90.0,220.90986503676257,1.5668793905471894,248.27682679899326,0.0,0.0,80.0,7.0,0
7396,F,12.0,E,T,1.0,e,B,1.0,c0,5.0943782414978935,77.68612797253878,8.767055835324735,2076.06,140.0,263.6703984503085,3.1634831490252417,73.23982096609835,55.0,0.0,60.0,2.0,1
7397,F,10.0,E,P,1.0,e,A,1.0,c0,3.5197170226212404,16.454212698982296,6.0203039251256625,843.7933333333333,100.0,229.309109449888,3.05784039511775,81.48255163502685,0.0,0.0,80.0,4.0,1
7398,A,8.0,B,O,0.0,b,B,0.0,?,3.5946575956730733,30.777590019464174,6.493087128372716,1470.96,90.0,220.42971974803,2.7234468237036142,31.92284070715047,0.0,0.0,80.0,4.0,0
7399,F,8.0,B,U,0.0,b,A,0.0,c0,4.10834684348133,30.59725726819305,6.026871321983764,1001.14,90.0,221.81879565143868,2.5764635206718007,19.705028955831576,0.0,0.0,80.0,4.0,0
7400,A,11.0,E,U,0.0,d,A,0.0,c0,2.4914671858406763,41.29533634457536,5.8769059474189556,1344.5466666666666,130.0,256.960615634112,1.9085771927352373,299.5078528550166,0.0,0.0,80.0,4.0,0
7401,F,11.0,E,P,1.0,e,A,1.0,c0,2.5753257825576155,50.895005981009035,4.909068913644041,1359.4933333333333,130.0,260.25342878033274,3.3580147112096674,180.73662153736512,0.0,0.0,90.0,5.0,0
7402,A,8.1,E,T,1.0,e,A,1.0,c0,4.9560892298442045,13.538952415855148,7.204069539157059,1880.1533333333332,150.0,272.8992718369304,1.8319970168117499,225.7866121672426,0.0,0.0,90.0,5.0,1
7403,C,8.0,E,W,1.0,e,D,1.0,c0,4.9560892298442045,21.426026036118785,7.703983171431031,1080.9133333333334,90.0,221.35127005437408,1.9742676362496807,241.1988626244676,0.0,0.0,80.0,4.0,0
7404,A,5.0,D,O,0.0,c,B,0.0,c0,1.960713731797774,22.050501807522696,4.982384462904567,958.6066666666667,60.0,180.4399166219247,1.645096670895796,595.6365671912612,0.0,0.0,24.0,2.0,0
7405,F,10.0,G,V,0.0,d,A,1.0,c0,4.323616236300034,17.396806545776588,6.39532596758766,1083.9666666666667,100.0,231.9994952854169,0.4260600451974729,157.19405169555716,0.0,0.0,90.0,6.0,0
7406,D,13.0,E,T,1.0,e,A,1.0,c0,6.045097717068268,41.103239277678796,8.52435296410722,347.58666666666664,160.0,279.0344725418588,3.5318346335073296,135.78022057506882,0.0,17.0,50.0,3.0,1
7407,A,8.0,C,O,0.0,b,B,0.0,c0,4.536484120840085,50.34619584425746,6.706698879545745,2090.306666666667,90.0,219.9731474594685,1.3353744881644525,662.0476273618946,0.0,0.0,80.0,5.0,0
7408,A,11.0,E,R,1.0,e,A,1.0,c0,3.5946575956730733,1.8723467785860777,7.03235905663904,902.9066666666665,130.0,256.43800701624144,1.8298362510221835,163.95067635154493,0.0,14.0,120.0,5.0,1
7409,A,8.0,B,R,0.0,a,A,0.0,c0,4.036000068055038,39.692142805158575,6.194663762574444,855.6933333333334,90.0,221.49369574952,1.8971948129748009,404.8960823124337,0.0,0.0,80.0,4.0,0
7410,A,10.0,D,O,0.0,a,A,0.0,c0,2.4914671858406763,18.31818270228532,5.418773336908844,453.0533333333333,100.0,232.44662224062458,2.9072546346212627,154.73308369563088,0.0,0.0,60.0,4.0,0
7411,D,8.0,E,R,1.0,e,A,1.0,c0,5.163257319944542,23.288890426990854,7.976940493131508,1189.02,90.0,220.3186974745831,2.8690754050278917,59.481829993701105,0.0,0.0,100.0,5.0,1
7412,B,9.1,E,P,1.0,e,A,1.0,c0,3.9633350695784517,-12.105180288386945,16.28965301224984,988.7733333333333,110.0,241.15755440384598,3.991578842962863,253.10215866551303,0.0,0.0,80.0,5.0,1
7413,A,10.0,E,S,1.0,e,A,1.0,c0,3.669168329250815,29.686117024792072,6.465754700196339,362.1133333333333,100.0,230.950819849574,1.470553938202598,118.1355049011837,0.0,0.0,120.0,5.0,0
7414,A,7.0,E,U,1.0,f,A,0.0,c0,3.2920632714508717,16.732959731766464,6.498571208756426,3466.8866666666668,80.0,207.36072600084339,1.9892618678859668,334.99202530348,0.0,0.0,80.0,5.0,0
7415,A,10.0,E,V,1.0,e,A,1.0,c0,3.743271556546851,13.036626488385446,6.689623723332603,1195.14,100.0,230.73926655711517,3.0719521199869706,236.7171090863652,0.0,0.0,100.0,4.0,1
7416,G,3.0,A,Z,0.0,b,A,0.0,c0,5.57316898229155,9.033685246599504,8.311439041053918,180.08,40.0,139.0722755627558,-0.08711060595697018,271.6075116270564,0.0,0.0,100.0,4.0,0
7417,A,8.0,D,Z,0.0,a,A,1.0,c0,2.6581622499224706,25.691856940621694,6.118707119762934,197.32666666666665,90.0,221.98119550654,1.8365660732174691,100.74476737938468,0.0,0.0,80.0,5.0,0
7418,A,11.0,E,T,1.0,e,A,1.0,c0,3.2920632714508717,21.82906394440815,5.741885182062664,1228.7066666666667,130.0,260.68594081282043,3.9296728051673178,112.83005540680969,0.0,0.0,90.0,3.0,0
7419,A,10.0,D,O,0.0,a,A,1.0,c0,4.180389699864894,43.11416096738061,8.04184808370503,917.36,100.0,231.9887786757373,3.321521767322332,224.35414327497276,0.0,0.0,80.0,3.0,0
7420,A,6.0,D,Y,0.0,c,A,1.0,c0,2.053159857585979,41.91221274040628,4.516448272656176,3850.14,70.0,195.99395589011957,2.1715432547061693,118.96814131628601,0.0,0.0,26.0,2.0,0
7421,A,10.0,E,T,1.0,e,A,1.0,c0,3.9633350695784517,30.61932586171813,6.238621175616978,927.5066666666668,100.0,231.23861905604232,2.036938472950432,337.59754945063105,0.0,0.0,80.0,3.0,1
7422,A,9.0,D,W,0.0,c,A,1.0,c0,2.9012967706912964,27.46085970620473,5.042050134048356,1254.4733333333334,120.0,251.5364271434271,3.336399211039733,619.0719080415196,0.0,0.0,120.0,7.0,0
7423,A,8.0,E,V,1.0,e,A,1.0,c0,3.368447367421272,28.139449296127548,6.644813134167613,685.14,90.0,219.95923057838752,1.6307352795010317,179.19351557557425,0.0,13.0,80.0,3.0,1
7424,A,8.0,E,S,1.0,e,B,1.0,c0,3.44432238911142,32.44495366644014,6.910462111852483,3103.38,90.0,219.99611923167285,2.732998087810532,531.1296455556532,0.0,0.0,80.0,4.0,0
7425,A,5.0,A,Y,0.0,a,A,0.0,c0,5.231967389542413,67.02128023244147,7.850421935233892,807.5133333333333,60.0,178.77215660945353,3.3356530772518047,11.822589931490539,0.0,0.0,80.0,3.0,0
7426,A,10.0,E,Q,1.0,e,A,1.0,c0,4.10834684348133,17.400584218918787,6.3673013674468,770.4133333333333,100.0,233.44668052675198,3.5489511667229907,27.736543185074964,0.0,0.0,80.0,4.0,0
7427,A,8.0,E,Y,1.0,e,A,1.0,c0,3.816987914184669,7.574771432775446,6.470225105716894,914.28,90.0,220.607974708323,3.99985858383796,43.91767884250457,0.0,0.0,120.0,5.0,0
7428,A,10.0,E,Y,1.0,e,A,1.0,c0,3.816987914184669,25.45860035025623,5.8047020382790055,1539.74,100.0,231.05191200690027,2.00952633781304,524.4478109499481,0.0,0.0,80.0,3.0,0
7429,A,11.0,D,Y,0.0,a,A,1.0,c0,2.74005678707146,-6.692959487676921,5.498303608200092,904.3,130.0,257.48532323724373,3.22136739183928,459.2030708614748,0.0,0.0,80.0,4.0,0
7430,A,9.1,C,U,0.0,c,B,0.0,c0,3.2920632714508717,29.73444424015031,6.154461370296622,1422.053333333333,110.0,241.7288318732536,2.5114412471665286,200.1701467937461,0.0,0.0,100.0,5.0,0
7431,A,3.0,A,N,0.0,a,A,0.0,c0,6.511439913215895,13.619393445540943,9.065000791509275,1148.1333333333334,40.0,140.72634416876522,0.01829365643777381,353.19108718207275,21.0,0.0,60.0,2.0,0
7432,C,9.0,E,Z,1.0,e,B,1.0,c0,5.163257319944542,21.182298628699588,9.003894026310427,1338.0,120.0,249.56323619022209,3.7275657817787855,567.9774415050131,0.0,0.0,80.0,5.0,0
7433,A,11.0,D,Y,0.0,a,A,0.0,c0,2.5753257825576155,24.739936003961507,4.676953223444647,1308.5333333333333,130.0,256.8474899570224,4.800731427987459,261.0880723485413,0.0,0.0,60.0,3.0,0
7434,F,9.0,E,P,1.0,e,A,1.0,c0,3.44432238911142,25.64792596997533,6.385876111852384,1217.1333333333334,120.0,249.4599766381346,2.6970295013536614,714.8739860827037,0.0,0.0,80.0,4.0,1
7435,A,10.0,D,Z,0.0,a,A,1.0,c0,3.9633350695784517,37.47047081619448,6.828021203949128,1227.3666666666666,100.0,230.4794047689906,4.356210868920106,716.2595026525803,0.0,0.0,56.0,2.0,0
7436,D,11.0,E,T,1.0,f,A,0.0,c0,4.886666579548511,12.837198214201136,6.612903884941463,279.58666666666664,130.0,256.8293933363987,3.270066212661652,466.4906865412328,0.0,0.0,16.0,-0.0,0
7437,A,11.0,D,V,0.0,a,A,1.0,c0,3.5946575956730733,41.93716256666314,6.531767955435628,1860.1933333333332,130.0,258.2475794225716,1.337380138956476,221.03310287430992,0.0,0.0,80.0,5.0,0
7438,A,11.0,E,Y,1.0,e,A,1.0,c0,4.10834684348133,8.471223248335379,8.235040513775195,1369.8266666666666,130.0,260.4156106617009,2.3459572612669057,331.3977196443265,0.0,0.0,80.0,5.0,1
7439,E,9.0,E,V,1.0,e,A,1.0,c0,3.816987914184669,8.158851302109161,6.4408679202857355,739.08,120.0,249.30436867994385,5.030499873912016,271.78255881122203,0.0,17.0,100.0,5.0,0
7440,A,11.0,D,R,0.0,a,A,1.0,c0,3.5946575956730733,24.221321657113926,6.043883298515816,1811.78,130.0,257.11870766598184,3.7830062032191663,367.0384194016335,0.0,0.0,96.0,4.0,1
7441,C,9.0,B,R,0.0,b,A,1.0,c0,3.2920632714508717,60.397548433874036,5.686029366455642,914.56,120.0,248.8431560379364,3.770316216207713,61.34892696163153,0.0,0.0,100.0,6.0,1
7442,A,8.0,B,U,0.0,b,B,0.0,?,3.5197170226212404,26.21234854532937,6.434692743043912,1618.0866666666666,90.0,221.1222514176387,1.9618654966428597,122.74796879364254,0.0,0.0,80.0,3.0,0
7444,A,11.0,E,R,1.0,e,A,1.0,c0,3.5946575956730733,28.00183746693155,6.038690311698532,577.0066666666668,130.0,258.44108739429737,3.9026444181087516,3.4497140339368286,0.0,0.0,100.0,7.0,1
7445,F,12.0,C,T,0.0,a,A,0.0,?,5.3689025794382905,1.4993686047133536,8.337399907004611,278.62,140.0,265.2257596396526,1.6251397988675995,250.79735883572326,0.0,0.0,100.0,7.0,0
7446,A,8.0,E,S,1.0,e,A,1.0,c0,2.74005678707146,20.455086896456393,5.49447021520889,2262.16,90.0,221.56500402810482,3.0237860068795386,102.3701714175941,0.0,0.0,192.0,11.0,0
7447,A,13.0,D,T,0.0,a,A,1.0,c17,2.9012967706912964,-4.32541372710905,5.559271250390546,4040.74,160.0,279.27935105737004,4.0823800358370885,135.9337855215698,0.0,0.0,120.0,6.0,1
7448,A,6.0,B,X,0.0,a,A,1.0,c0,4.323616236300034,24.899059327675467,7.157461664520878,2294.38,70.0,193.7971701449202,1.0409861469217532,379.761030800615,0.0,0.0,80.0,3.0,0
7449,A,9.0,E,Y,1.0,e,A,1.0,c0,4.6069562545437215,38.315499213739535,7.6008040596688975,833.0866666666667,120.0,248.40310238699544,3.5508502673361115,281.64545932251843,0.0,0.0,100.0,7.0,0
7450,C,9.1,B,U,0.0,c,B,0.0,c0,3.8903365098260627,20.30689837477691,6.755072229220362,1249.7466666666667,110.0,241.36155009333862,1.9380628093170624,254.960868116707,0.0,0.0,80.0,3.0,0
